tweet_id,text,labels
'348517781135831041',RT @LukaszukMLA: @medicinehatcity residents do what they can to protect their homes. River is staring to rise #abflood #ableg http://t.co/D…,"[0, 1]"
'350673171155927040',RT @EricFrancis: Calgary Flames just announced a $1 million donation to the Canadian Red Cross. #yycflood,"[0, 1]"
'351139153502666753',Two tables full of food!! how i love looong weekends in Edmonton :) Congrats to my cuz Maxine for http://t.co/77a4ZerrGS,"[1, 0]"
'348191327449645057',RT @NewsTalk770: REPORT: Water has reached luxury boxes inside the saddledome. #yycflood,"[0, 1]"
'348463986687238144',The city needs your help...the smallest thing makes a big difference #yyc #abflood,"[0, 1]"
'351705412908756992',"before. Bhindi died knowing that you will not tell happy stories of her, or use her example to inspire. Just like your n","[1, 0]"
'348936803702689792',#yycflood full extent of damage to lrt stations downtown unknown until the water recedes further,"[0, 1]"
'348696633099296768',@InglewoodYYC how's inglewood looking? Does anyone know when the power is suppose to come back on? #yycflood,"[0, 1]"
'350772629256413184',RT @redcrosscanada: Red Cross volunteers Therese and Monique are going door to door to check on residents. #abflood http://t.co/XIIPnUl68l,"[0, 1]"
'348266339548401665',Is Alberta Flooding a Sign of Climate Change? http://t.co/2xC2GkDF8h,"[0, 1]"
'348442211874119680',"suffering from dysania right now.. bed, so warm. world, so cold.","[1, 0]"
'349535562643943424',"Good morning peeps! I know I always say this, but now more than ever is it super important to shop local! Keep your $ in yyc! #yycflood","[0, 1]"
'348264126168039424',RT @SkipIsChris: Companies like @HomeDepotCanada need a wake up call. Please RT and help spread the word. #abflood #yycflood http://t.co/FX…,"[0, 1]"
'348478034770280448',RT @staceybrotzel: A must read. The Stampede needs us this yr. Lovely story by @DonBraid. Made me tear up. http://t.co/ZgkO6UE4QF #yycflood…,"[0, 1]"
'348909630312812545',@Riya6 better luck next time kid #rummy-o #champ,"[1, 0]"
'351788596308611074',A shout out to all the #HOES and their helpers of #Canmore #FloodRelief!! This town has not lost its http://t.co/0obP4vnhq8,"[0, 1]"
'348296847615459328',"RT @CowtownTwit: #yyc #yycflood People who drive, stop trying to drive through water, that shit's deeper than ya all think. Stay home, read…","[0, 1]"
'350398433439399936',"So um @edsheeran was at wem and no one told me!!!! He was also doing a meet and greet...... I'm gonna go die now, have a nice day","[1, 0]"
'349248876395495424',"Han: What's going on, buddy? You still think you should have seen it coming? Should have checked it out when you let our","[1, 0]"
'348074169088503808',@angelic_roses @TarzanDan @NikiReitmayer @Wilde_One - working from home for a while. Heading into DT in a while,"[1, 0]"
'351062957171560448',#tvcameraman in the movie #cutbank. Fun time with on screen reporter @MandieVredegoor  long but great night. #yegarts http://t.co/HxBGAXcWVe,"[1, 0]"
'348285695737073664',I'm at Calgary right now and the whole downtown is flooded... More flooding tmr too... #hellascared,"[0, 1]"
'350787435183079426',@TamaraVineberg what are you watching?,"[1, 0]"
'349267584513884162',@CBCCalgary stop trying to find the negative in the #yycflood  You were so supportive &amp; now U seem to be focusing on the bad. Please stop.,"[0, 1]"
'348576093172805635',RT @WestJet: Please limit non-urgent calls to us so that we can focus on guests affected by #abflood and those with immediate travel needs.,"[0, 1]"
'349341375084511233',RT @markusoff: RT @kateality: Back from dropping donations at #siksika  ; sobered by what nature hath wrought. #yycflood #yychelps,"[0, 1]"
'351007219854213120',RT @ABPremierComms: Calgary residents with flood damage can start applying for funding Tuesday #yyc #yycflood #abflood http://t.co/ocQXBTn0…,"[0, 1]"
'348600001523499008',Severe flood submerges parts of Flames' arena - Two rivers converged on the western Canadian city of Calgary over ... http://t.co/5ZR2CzkutG,"[0, 1]"
'348382378156228610',PHOTOS: Rain floods Calgary landmarks  #cbc »http://t.co/G6ZgZIZ0uD« #follow,"[0, 1]"
'349893474214084609',"e spice. But she didn't need another dose now-though she wanted one very, very badly. She would keep the samples, hoard","[1, 0]"
'351438575235104768',"Journeyman Truck and Transport Technician / Journeyman Heavy Duty Mechanic needed in Medicine Hat, AB #job #hiring http://t.co/Nqxnrw3D09","[1, 0]"
'351532840975998976',Who would I tell? she retorted. Uncle Luke?,"[1, 0]"
'351804362097569794',@passittobulis yes the deal was way too late.  Everyone and their uncle saw that Schneider was the goalie he should have traded,"[1, 0]"
'349349184475901952',"Clifftop residence, now, in #Montgomery http://t.co/lZPbA7g0Md","[1, 0]"
'348304944773869568',RT @Cmdr_Hadfield: Floods are an unbridled misery. My heartfelt thoughts and wishes for a swift recovery to those battling the Alberta high…,"[0, 1]"
'347939695654735873',@Cree8Dawn @Harv_Durocher Gravel roads in some areas r washed away. Bow River is rising. Most families evacuated themselves. Mainland is ok.,"[0, 1]"
'349612916972060673',$5B price tag for Alberta flood damages could have been reduced if province heeded 2006 report | http://t.co/4x1i021jqe #abflood #Alberta,"[0, 1]"
'350094098356641793',@cateia97 @WeeMadAggie ...on massive salt caves that have been pumped full of toxic/explosive gases from Dow chemical for years.,"[1, 0]"
'348157474492256256',Stay home people. Those of us that are working dont need the added dangers of lookie loos.,"[1, 0]"
'351261726030831616',"The flareball crashed into #the crook of a nearby tree and lodged there like a tiny sun, sputtering as it burned hot and","[1, 0]"
'351561149751373826',"Made my mom walk across the street to get me poutine because I didn't feel like it, and now she's giving me gas momey #princess","[1, 0]"
'349628969173266434',"Centre Street into High River: overturned boats, truck up to its wheel wells in mud, Christmas snowman ornament under a mailbox. #abflood","[0, 1]"
'349094273905487872',"#Harper praying #oilsands ok during #abflood it's all about him, you know. False hearings. cdn's not included Check. http://t.co/4srJNuNALI","[0, 1]"
'349745308873408512',RT @CstShaw: Either way it's a 4x4! Best job in the world! #yycflood #yyc Photo credit: @chefmnoble http://t.co/dRdyHY2cai,"[0, 1]"
'351445121717383168',My feet are both asleep omfgggg:(,"[1, 0]"
'350492742398386176',"@danikaa92 @SoloSky89 @heavyoilcountry you are not only #1 on twitter, but now, wait for it, now, number 1 in my heart! Hahahahaha","[1, 0]"
'348920523629142018',RT @cityofcalgary: 1/4If your home is in a self-assessed area don't forget to follow these steps before entering. #yycflood http://t.co/6Sp…,"[0, 1]"
'349902180284760066',Can't wait for all the flood babies to be born 9 months from now #yycfloods #floodofsemen,"[0, 1]"
'351022183675478016',@Skywalker0928 @cx_pirie I carried the team to a solid #W I think #shorthanded,"[1, 0]"
'348865088486264832',@InsideTheRink - It is June and new Mgmt.  The past problems does not mean we should be ridiculous.,"[1, 0]"
'348338494118170626',Hmm. These TV ads in Australia promoting BC/Alberta tourism don't really work when shown right after #abfloods news footage. #yycfloods,"[0, 1]"
'349349101877473281',VIDEO: @DollJayme was able to make it into Exshaw this afternoon to get a first look.  http://t.co/SSkhXAyLBS #abflood,"[1, 0]"
'350956202676592640',@DarrenDreger Don't worry trades will be happening just a matter of time,"[1, 0]"
'349664708967661568',@JacobWatson33 you better not be an accomplice in lighting this cuccoon on fire,"[1, 0]"
'349596950598926337',"Open for business as usual over the flood repair period, for weary travelers & locals! We look forward to seeing you!  #AbFlood","[0, 1]"
'348702362807959553',@instagram you about that vine yo i prefer yo pics #abflood,"[0, 1]"
'348800050337550336',"Gonna hit up Costco in a bit, on a Sunday ahhhhh.  It's my only day off though so it's today or not at all. #deathwish #crewlife","[1, 0]"
'348677099697086464',RT @Ian_Halifax: Just heard that  @calgarystampede has adopted the motto Come Hell or High Water. If that's true.. Hell ya! \ #yycflood\#…,"[0, 1]"
'350281441529188353',Momma bear and her 3 cubs tagging along #bear69 #highwaywildlife #westcoastbestcoast http://t.co/VWYMXp8CSD,"[1, 0]"
'349981982693933056',She makes me wear a plaid shirt when I'm up her skirt,"[1, 0]"
'349246222403518465',RT @redcrosscanada: Our guide to flood recovery has useful info for people returning home in Alberta. PDF:  http://t.co/FcTFg6JwWv #abflood,"[0, 1]"
'348252199211638786',RT @cityofcalgary: Please RT widely @nenshi - The City asks that Calgarians LIMIT WATER USE as much as possible. Thank you. #yyc #yycflood,"[0, 1]"
'350038777932165120',"I'll come back for you, Kitster promised Arawynne and the children. I'll bring you food. And when the excitement has","[1, 0]"
'351144510123819011',@Its_B_Bitchhhhh it's called the age of stuiped and we idolize the people who show love for the devil by making gestures of dances n singing,"[1, 0]"
'349947689443667968',"RT @ENMAX: It is estimated that power will be restored to Mission, Cliff Bungalow, Beltline and Victoria Park by 10:00 PM today. #yycflood","[0, 1]"
'350125500217311232',You'll never make a mistake quite as large as Florida Georgia Line did when they decided to let Nelly rap in Cruise. Hold fast to that.,"[1, 0]"
'350886797397598209',@sineadbrowne93 same it's 2am here. Cannot sleep :( lol,"[1, 0]"
'348467335557943296',"RT @cityofcalgary: #yyc water quality is good. But, we ask you to reduce water usage to reduce demand on treatment plants. #yycflood http:/…","[0, 1]"
'351696060902670338',"Help Desk Technician in Cochrane, AB #oilandgas #job #hiring http://t.co/vh7ZYUCtiG","[1, 0]"
'351458103570612224',"Ben glanced at R2-D2, then back at the hologram.","[1, 0]"
'351831515468021760',IM SO FUCKING PISSED OFF AND I DON'T EVEN FUCKING KNOW WHY!!! I WANNA FUCKING SHOOT SOMEONE IN THE FUCKING NUTS AND WATCH THEM FUCKING DIE.,"[1, 0]"
'348319367508934656',The Calgary Flames' Arena Is Flooding Right Now http://t.co/Fx2Hu3Cedf via @zite,"[0, 1]"
'349947009261768706',It's going down @KristenHamiton #jamaica @ Canada Place http://t.co/ZCHhP1oNdW,"[1, 0]"
'348205224315473920',@shawnatleo stuck in #YYC hotel today! Happy #NAD missed seeing you @BowValley today http://t.co/16IwTKg2vw,"[1, 0]"
'350317428250640384',I wish #instagramvideo was actually just videos of the stupid shit people do in the process of taking selfies.,"[1, 0]"
'348558387623116800',RT @calgaryherald: Premier Redford reacts to gutted gift shop in flooded High River. Photo by @LorraineHjalte #abflood #chlive http://t.co/…,"[0, 1]"
'347959677184794624',"In other news I had a pretty awesome Smash today. You could even say, I. Had a SMASHing time. http://t.co/bSKColLJIN","[1, 0]"
'351155793506222080',"No, he had not, but that incident had no bearing on the current situation. He shot her a quelling look. #Do not push me,","[1, 0]"
'348876449991766016',"I'm at Grande Prairie Public Library - @gppubliclibrary (Grande Prairie, Alberta, Canada) http://t.co/6TTfCn0U5E","[1, 0]"
'350704951711899648',"RT @SunDaveDormer: Bow Valley College announces downtown campuses will not open July 2 as planned, closed until further notice. #yycflood @…","[0, 1]"
'348650941362348032',Haven't worked out that hard in 2 months omg,"[1, 0]"
'348215356608888832',RT @RogersBuzz: Our thoughts are w/ those affected by the heavy flooding in S. Alberta. #texttodonate #abflood #yycflood http://t.co/2Lv5LZ…,"[0, 1]"
'348684697901072384',RT @SUNRenatoGandia: MT @SUNMichaelWood: #abflood Here's the FB page set up to help Siksika Nation. In bad shape and need everything. https…,"[0, 1]"
'350369974474379266',"Phones are working, however we continue to have some issues with 403-262-1000. Thank you for your patience. *TW #yyc #yycflood","[0, 1]"
'349699379592040449',@BlueJays #Whiff Only behind by 3. Lots of time to get those runs back. We can do it. #GoJaysGo #LoveThisTeam Keep #OnARoll,"[1, 0]"
'348663334050074624',"RT @LukaszukMLA: Med Hat responders ready for Saturday flood. 10,000 evacuations expected on Saturday. #abflood #ableg http://t.co/uZnaz6NO…","[0, 1]"
'348655292038389761',RT @jeffmadams: RT if you #SupportTheTroops en route to Calgary today to help out flood victims. #YYCFlood #ABFlood #ABroads http://t.co/h5…,"[0, 1]"
'348141797601595393',Wow this flood is intense. Everyone is evacuated,"[0, 1]"
'349216020285755392',@babybunceyy I would kill to keep that job!!,"[1, 0]"
'350122224658812928',@1798Jad I don't know his name  buh he booootiful,"[1, 0]"
'348227936027021312',"Harper:  hope things subside soon. Damage is stunning, never thought this cd happen like this badly. #abflood #yyc #","[0, 1]"
'350728824205484032',"The cop gave him a look of thin-lipped disapproval. The name tab on his jacket said NELIS P, and he had lieutenant's ins","[1, 0]"
'350909878551846913',"RT @ValFortney: Looters, Calgary style: they bring you water and sandwiches, then take away your soggy drywall. #yycflood #abflood #yyc","[0, 1]"
'350991721049493504',"RT @cheriyyc: Volunteer, yes! Snarl traffic in stressed hoods, no! Try City's wknd MRU transport hub http://t.co/voKfwxoBfY #yycflood #yych…","[0, 1]"
'349599048828862464','Medicine Hat' appeared on Monday 24 at the 7th place in the Top20 of Edmonton's Trends: http://t.co/QWxw11hcsC,"[1, 0]"
'349884141094969346',Score one for the #Republic!,"[1, 0]"
'350796020105478144',Still pumping out water! I just want to go back home... But grateful for all the love from my friends http://t.co/D8HLiP63fY,"[1, 0]"
'349325868600012800',RT @bcbluecon: Sun News @MichaelCoren and @sunlorrie call out CBC's David Suzuki and @strombo for exploiting Alberta flood disaster http://…,"[0, 1]"
'349865193922232320',"Nov 10, 2006 a Flood Mitigation Rpt & recommendations was submitted to Alberta govt by G.Groeneveld #ABflood #YYCflood","[0, 1]"
'349221748245397504',RT @RedCrossBC: People affected by floods can call the Canadian Red Cross at 1-866-696-6484 for information and support #abflood,"[0, 1]"
'348256581265268736',Gutsy. Don't let that water give you any shit RT @itsakev #yycflood #yycbike’ing in Elbow Park: http://t.co/9crKrsyjut,"[0, 1]"
'348991382918160384',RELEASE: Premier announces immediate action to support rebuilding Alberta http://t.co/gZ323X1ed5 #abflood,"[0, 1]"
'348500963725811712',"RT @CalgaryPolice: Mandatory outdoor water restriction in effect. Please do not, wash cars, buildings, water plants, etc.  #yycflood","[0, 1]"
'349751302206656513',My jeans always fade in that certain part of them ;) can't help it lol,"[1, 0]"
'351502210313621508',@Kills17 glad you figured it out,"[1, 0]"
'349691420036177921',My little Angel May is a giant. 27 inches long and weighs 17 lbs. And has a big round head.,"[1, 0]"
'349361119007227904',Never forget why we were all here in the first place &lt;3333 http://t.co/1WOITfJVPZ,"[1, 0]"
'349701098271023105',"But Soresh #stopped, and turned back. Oh, if you're worried about what your friends will think of you if you give in to","[1, 0]"
'348561490502090752',"#RCMP confirm three dead in Alberta floods that forced 100,000 to evacuate http://t.co/PnH8y7B9iN via @nationalpost #canada","[0, 1]"
'348298618874245122',RT @rycoke: #yycflood #profiteering #abflood  QUEENSLAND LIQUOR STORE SE Suite 100-950 Queensland Dr SE. Do NOT support them! http://t.co/Z…,"[0, 1]"
'349041832895852544',I don't like working from home... I'm never as productive as I would be if I were at the office @FieldLaw #yycfloods #ilikepeople,"[1, 0]"
'349583431136591873',RT @StitchesnDishes: Food Trucks Aid Those Displaced by Calgary Floods #YYCHelps http://t.co/aBNcA29Wcm via @stitchesndishes,"[0, 1]"
'348304213786374144',This is surreal.... #yyc #floods #floods2013 #abflood #alberta #calgary #sunset #skies #storm… http://t.co/be7fKmYymF,"[0, 1]"
'348497689161371649',RT @660News: Mayor @nenshi says any access to downtown Calgary not likely until middle of next week.#YYCFlood,"[0, 1]"
'349500694534955009',Were in trouble! Han decided as he switched to autopilot and rose from his seat. Chewbacca followed Han out of the co,"[1, 0]"
'349892947552112640',RT @Bell_Mobility: Help support Alberta flood relief efforts & donate $5 by texting REDCROSS or ROUGE to 30333. #abflood,"[0, 1]"
'348239991668867073',RT @theLLivingstone: Shame on @HomeDepot and any other retailers price gouging on water & other essentials in #yyc & southern AB. #yycflood…,"[0, 1]"
'349715206525554688',Alberta farms and ranches avoid catastrophe in Alberta floods: CALGARY - The Alberta floods have caused billions... http://t.co/ODn2WbEody,"[0, 1]"
'350369459195740161',ghter had achieved. #Barabels were by nature a fierce and cautious species. Yet Allana had coaxed four of them into trust,"[1, 0]"
'350467703217192961',@Heathermacken keep up the good work with social &amp; environmental justice :),"[1, 0]"
'348246313332260864',RT @urbanthriftyyc: If ppl are displaced & need a change of clothes shoes or kids stuff plz DM us. We have some to give. #yycflood #yychelps,"[0, 1]"
'348196651460071424',#teamfollowback Central Calgary evacuated in floods http://t.co/oFpNBei7i4\ #autofollow,"[0, 1]"
'349221594566115329',@laurabuckley not so bad now. But thank you means a lot.,"[1, 0]"
'350739459022659584',High River re-entry plans shared today via @Globaltvnews #abflood http://t.co/xMMxylmooT,"[0, 1]"
'349896430032400384',RT @nicole_e_ellen: Helping out in #yyc and this guy shows up to lend a hand! Only in Calgary!! #yycfloods #yychelps #calgaryflames http://…,"[0, 1]"
'349337070835212288',RT @ashkirk: I wish Toronto had a mayor like Naheed Nenshi. Seems like a stand up guy. #abflood #calgaryflood,"[0, 1]"
'348229397746184192',Waiting out the floods @wilw style with some tabletop featured games! Ticket to ride and gloom! Keep dry folks. #yycflood #crisiswithstyle,"[0, 1]"
'349222201880350721',"RT @Mookalicious: They needed 600 volunteers at McMahon stadium, 7,000 showed up. 6,300 turned away. Staggering!!  #abflood http://t.co/LsO…","[0, 1]"
'349215679980912640',RT @OttawaCitizen: Calgary Stampede will work around the clock to get flood-ravaged park ready for July 5 http://t.co/BHfRSb04mP,"[0, 1]"
'350625253304709121',ng down and they'd continue unloading #throughout.,"[1, 0]"
'348442214210342912',RT @garybtvnews: Calgary Emergency Management team with Live Update coming up:Details @GlobalCalgary #yycflood #abflood http://t.co/Glvw73X…,"[0, 1]"
'348221590061842432',"RT @paul_dunphy: If you are in the Cochrane area, take shelter. There is a severe storm cell just north of town. #yyc #abflood http://t.co/…","[0, 1]"
'349592875224416257',But we have to put some #distance between us will converge there. Jacen and Tenel Ka can take care of themselves.,"[1, 0]"
'350468893745246208',@TheoFleury14 Thanks for coming to the rescue in Elbow Park today! You're the best! #TeamFleuryalltheway #yycflood http://t.co/c4n0NHU1TI,"[0, 1]"
'348384519520391169',"RT @nationalpost: Calgary residents grapple with ‘surreal’ devastation as Albertans lose cars, homes in massive floods http://t.co/y5VyQnSc…","[0, 1]"
'348155887531220992',"Officials monitoring situation in Red Deer, rivers still rising: City of Red Deer officials are keeping a close... http://t.co/qL1GGSZwd3","[0, 1]"
'349146178002227201',The flood has revealed Calgary’s spirit of networked humanity http://t.co/B573XOFcRg,"[0, 1]"
'348427542975361026',“@CBCCalgary: Southeastern Alberta now bracing for floods http://t.co/KzZcGVdrp6”,"[0, 1]"
'348987585651154944',"I love my bed, but id much rather be in yours ;)","[1, 0]"
'350800627917533184',Tired of mucking out mud & debris this week. Time to head home for family time. Fortunate I have a home to go to. #yycflood #abflood,"[0, 1]"
'348097369948164097',@Crackmacs same seems like 1/2 of#yyc is shut down.... #yycflood,"[0, 1]"
'347889683700793344',nd Jango walked out of the Ion Sandbox carrying the tiny map o,"[1, 0]"
'350860909238947840',Im a 21st century Native American!,"[1, 0]"
'351746451661004800',@isabelleklea14 You too. Enjoy the day.,"[1, 0]"
'349426201682644992',come them back with open arms. One must answer for one's #decisions.,"[1, 0]"
'349927041765883905',#CRA has extended filing deadline for #tax returns due during the flood. Now have until Aug 2. #abflood,"[0, 1]"
'351776799732150273',@sm You have not had real poutine until you come to Canada!,"[1, 0]"
'348813887690375171',"On Saturday 22, 'Alberta' was Trending Topic in Edmonton for 14 hours: http://t.co/b0llsM3s3B","[0, 1]"
'348174396004892673',"@ The largest mall in North America, the West Edmonton Mall  #IceRink #PuttPuttGolf #WaterPark   @ http://t.co/se0FDEXRna","[1, 0]"
'349673218841387008',RT @cgoomansingh: Calgary Stampede online store selling Come hell or high water T-shirts to raise money for flood victims. @GlobalNational,"[0, 1]"
'348856996952412160',Helplessness of man against forces of #nature in pictures. #abflood #canmore http://t.co/1WtlG97Efi,"[0, 1]"
'348507922583654400',What are real friends..?  I only know the fake kind,"[1, 0]"
'350704449381076992',"I'm at @TimHortons (Calgary, AB) http://t.co/bn7zbfhvPT","[1, 0]"
'350471882291675141',"@maylee9 yeah, Im so wishy washy about things. I'm probably gonna head to Kelowna instead, fuckit","[1, 0]"
'348248011870175232',#TROLLIN #MotherNATURE's #GEESE whilst #GOLFIN... @ Sturgeon Valley Golf &amp; Country Club http://t.co/SmxJTSqTYN,"[1, 0]"
'348848311983280128',RT @PGATOURCanada: Learn how you can help @GrahamDeLaet and #PGATOURCanada donate to #ABFlood relief efforts: http://t.co/EgVGXICfIs,"[0, 1]"
